what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1333628899766
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1333628899766
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1333628899766
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1333628899782
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1333628899813
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1333628899813
started,bundle,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.adt",1333628899813
started,bundle,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms",1333628899813
started,bundle,com.android.ide.eclipse.traceview,14.0.0.v201110171935-205994,"com.android.ide.eclipse.traceview",1333628899813
os,sysinfo,,,"win32",1333628899829
arch,sysinfo,,,"x86",1333628899829
ws,sysinfo,,,"win32",1333628899829
locale,sysinfo,,,"zh_CN",1333628899829
processors,sysinfo,,,"1",1333628899829
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1333628899829
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1333628899829
java.specification.name,sysinfo,,,"Java Platform API Specification",1333628899829
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333628899829
java.specification.version,sysinfo,,,"1.6",1333628899829
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1333628899829
java.version,sysinfo,,,"1.6.0_25",1333628899829
java.vm.info,sysinfo,,,"mixed mode",1333628899829
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1333628899829
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1333628899829
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333628899829
java.vm.specification.version,sysinfo,,,"1.0",1333628899829
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1333628899829
java.vm.version,sysinfo,,,"20.0-b11",1333628899829
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1333628900907
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1333628901188
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1333628902375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333628906375
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1333628914250
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1333628915141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629377891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629380047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629668375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629669344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629669391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629669422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629945516
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333629953750
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1333629955719
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1333629956422
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1333629956422
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1333629956438
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1333629956438
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1333629956438
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1333629956454
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1333629956454
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1333629956454
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1333629956454
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1333629956469
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1333629956469
